boundary-coarse	segment-coarse	boundary-fine	segment-fine	sentence
0	2	0	27	Routes are also very complex and flexible, so be sure to ask someone, perhaps the driver, if the bus even goes to your destination ("va a ...?"), before getting on.
0	2	0	27	Also, though the locals hang off the sides and out the doors, it is generally not recommended for novices.
0	2	0	27	Riding RTP buses is safer and more comfortable than the private franchised and smaller microbuses, which are more prone to robbery and often have terrible driving habits.
0	2	0	27	All buses display signs on their windshields which tell major stops they make, so if you want to take a bus to a metro station, you can just wait for a bus that has a sign with an M followed by the station name.
0	2	0	27	Buses can be packed during rush hours, and you have to pay attention to your stops (buses make very short stops if there's just one person getting off, so be ready), but they are very practical when your route aligns with a large avenue.
0	2	0	27	There's usually a button above or close to the rear door to signal that you're getting off; if there isn't one, it's not working, or you can't get to it, shouting Bajan!
0	2	0	27	(pronounced "BAH-han") in a loud and desperate voice usually works.
0	2	1	28	The Metrobús is a Bus Rapid Transit (BRT) system that operates seven routes (líneas) in dedicated lanes along Insurgentes, Eje 4 Sur, Eje 1 Poniente (Cuauhtémoc/Vallejo), Eje 3 Oriente, Eje 5 Norte Avenues, and Ave Paseo de la Reforma.
0	2	0	28	Line 1 is convenient for the Condesa/Roma area, Line 3 for Del Valle and the Centro Histórico and Line 4 has a route to/from the airport (with stops at terminals 1 and 2) that passes through the Centro Histórico.
0	2	0	28	The Metrobús is safe but can be crowded.
0	2	0	28	Most routes cost M$6 (April 2022) to ride, while buses to/from the airport cost M$30 (Nov 2021).
0	2	0	28	In order to ride, you need a refillable smart card that must be bought in advance (M$16, including one fare).
0	2	0	28	These cards can be used at the Metro and Tren Ligero as well.
0	2	0	28	Lines 1, 2, 3, 5 and 6 have enclosed stations with turnstiles where you pay.
0	2	0	28	There are card vending machines at these stations.
0	2	0	28	Line 4 has regular bus stops and you pay when boarding the bus.
0	2	0	28	Cards are thus not sold there, but can be bought/recharged at convenience stores along the route.
0	2	0	28	If you are just arriving and want to take the Metrobús from the airport, you can buy the card at the 7-Eleven shops in both terminals.
0	2	0	28	The Metrobús has stops approximately every 500m.
0	2	0	28	Expect Line 1 to be crowded around the clock and other Lines to be crowded during rush hour, but it's a great way to move around very rapidly.
0	2	0	28	There are branches in each route, buses that take multiple lines and buses that do not go all the way from terminal to terminal, so you must check the correct door to take the bus in your direction, as well as the bus' billboard before boarding to see which is the last stop they will visit.
0	2	0	28	There are reserved boarding areas at the front of every bus (indicated on the platforms) for women, the handicapped and the elderly.
0	2	0	28	The Mexibús is a similar system covering areas of the State of Mexico (in the metropolitan area).
0	2	0	28	There are 3 lines, all of which cost M$6 but use different smart cards.
0	2	0	28	The Mexibús is reasonably safe, but pickpocketing and robbery do sometimes occur.
0	2	1	29	Trolleybuses are operated by the Electric Transport Services.
0	2	0	29	There are 15 trolley bus lines that spread around for more than 400 km.
0	2	0	29	They usually do not get as crowded as regular buses, and they are quite comfortable and reliable.
0	2	0	29	They have lower frequencies and can be a little slower than regular buses, since they are unable to change lanes as quickly.
0	2	0	29	There is a flat fare of M$2 on most lines and M$4 on the Eje Central, Eje 2 Sur and Eje 7 Sur lines.
0	2	0	29	You pay in a coin box and bus drivers do not give out change.
0	2	0	29	For tourists, the Eje Central line (Line A) is useful to go between the North and South bus stations or between these stations and the Centro Histórico.
0	2	0	29	The ' consists of one single line that runs to Xochimilco, south of the city, from the Tasqueña Metro Station (Line 2, blue; alternatively you may see it spelled as Taxqueña).
0	2	0	29	For tourists, it is useful if you plan to visit Xochimilco, the Dolores Olmedo Museum, the Anahuacalli Museum or the Azteca Stadium.
0	2	0	29	The ticketing system works very similarly to the Metro, but the tickets are different.
0	2	0	29	Tickets are sold at most stations along the line.
0	2	0	29	Where they aren't, there is always a police officer guarding the entrance, next to whom there is a coin box where you can deposit the fare in coins (exact change or pay extra).
0	2	0	29	You can also use the same smart card as in the Metro and Metrobús.
0	2	1	30	The cablecar is not specifically made for tourists.
0	2	0	30	It starts from the metro station Indio Verdes.
0	2	0	30	The ride until the first stop goes along a street avenue for about 7 minutes.
0	2	0	30	Then the cable car passes a highway.
0	2	0	30	After the second stop it only goes through a rather poor neighborhood with grey houses far and wide.
0	2	0	30	It's not recommended to leave the cable car stations and stroll around due to safety.
0	2	0	30	If you have never taken a cablecar inside a city, here is your chance.
0	2	0	30	The price is M$7 (April 2022).
0	2	1	31	There are more than 250,000 registered cabs in the city and they are one of the most efficient ways to get around.
0	2	0	31	The prices are low, a fixed fee of about M$8.6 to get into the cab, and about M$1.14 per quarter kilometer or 45 seconds thereafter, for the normal taxis (taxi libre).
0	2	0	31	The night rates, supposedly between 11PM at night and 6AM in the morning are about 20% higher.
0	2	0	31	Some taxis "adjust" their meters to run more quickly, but in general, cab fare is cheap, and it's usually easy to find a taxi.
0	2	0	31	At night, and in areas where there are few taxis, cab drivers will often not use the meter, but rather quote you a price before you get in.
0	2	0	31	This price will often be high, however, you can haggle.
0	2	0	31	They will tell you that their price is good because they are "safe".
0	2	0	31	If you don't agree on the price, don't worry as another cab will come along.
0	2	0	31	Although safety has substantially improved, catching cabs in the street may be dangerous.
0	2	0	31	Taxi robberies, so-called "express kidnappings", where the victim is robbed and then taken on a trip to various ATMs to max out their credit cards, do sometimes occur, but there are some general precautions that will minimize the risk:
0	2	0	31	Mexico
0	2	0	31	City is so large, and many street names so common that cab drivers are highly unlikely to know where to go when you give only a name or address of your destination.
0	2	0	31	Always include either the name of the colonia or the district (i.e. "Zona Rosa"), as well as any nearby landmarks or cross streets.
0	2	0	31	You will probably be asked to give directions throughout or at least near the tail end of the journey; if either your Spanish or your sense of direction is poor, carry a map and be prepared to point.
0	2	0	31	The two most common recommendations for a safe cab riding experience are to make sure you take an official cab, and to notify a person you trust of the license plate number of the cab you are riding.
0	2	1	32	The Turibus is a sightseeing hop-in hop-off bus that is a good alternative to see the city if you don't have too much time.
0	2	0	32	The one-day ticket costs M$140 Monday-Friday and M$165 Saturday-Sunday.
0	2	0	32	Children are half-price.
0	2	0	32	Your ticket is valid for all routes.
0	2	0	32	Runs 365 days a year.
0	2	0	32	Its main route includes the Zona Rosa, Chapultepec Park, Polanco, Condesa, Roma and the Historic Center.
0	2	0	32	There are three secondary routes running South, West and North.
0	2	0	32	The South route runs from Fuente de la Cibeles in Condesa to Coyoacan and Xochimilco.
0	2	0	32	The West route (Circuito Polanco) runs between Polanco and Chapultepec.
0	2	0	32	The North route (Circuito Basílica) goes to Tlatelolco and the Basilica de Guadalupe.
0	2	0	32	The new Capitalbus has a similar service.
0	2	0	32	It has a central route that includes the Centro Histórico, Reforma and Polanco, as well as a route west to the Santa Fe business district, and a North route to the Basílica de Guadalupe and various churches.
0	2	0	32	Tickets cost M$130 for 6 hours, M$140 for 24 hours Monday-Friday, M$180 for 24 hours (Saturday-Sunday) and M$250 for 48 hours.
0	2	0	32	Buses have Wi-fi.
0	2	0	32	If you get absolutely lost and you are far away from your hotel, hop into a pesero (mini bus) or bus that takes you to a Metro station; most of them do.
0	2	0	32	Look for the sign with the stylized metro "M" in the front window.
0	2	0	32	From there and using the wall maps you can get back to a more familiar place.
0	2	0	32	The Metro stops running around midnight-ish and if you get lost late at night, taking a taxi is probably your best bet.
0	2	1	33	Driving around by car is the least advised way to visit the city due to the complicated road structure, generally reckless drivers, and the 5 million vehicles moving around the city.
0	2	0	33	Traffic jams are almost omnipresent on weekdays, and driving from one end of the city to the other could take you between 2 and 4 hours at peak times.
0	2	0	33	The condition of pavement in freeways such as Viaducto and Periférico is good, however in avenues, streets and roads varies from fair to poor since most streets have fissures, bumps and holes.
0	2	0	33	Most are paved with asphalt and some used to be paved using concrete.
0	2	0	33	Since the city grew without planned control, the street structure resembles a labyrinth in many areas.
0	2	0	33	Also, traffic laws are complex and rarely followed, so driving should be left to only the most adventurous and/or foolhardy.
0	2	0	33	Driving can turn into a really challenging experience if you don't know precisely where are you going.
0	2	0	33	Google Maps and Apple Maps have good maps of the city.
0	2	1	34	Street parking (Estacionamiento in Spanish) is scarce around the city and practically nonexistent in crowded areas.
0	2	0	34	Some areas of the city such as Zona Rosa, Chapultepec, Colonia Roma and Colonia Condesa have parking meters on the sidewalks which are free on certain days and hours (depending on the location).
0	2	0	34	It is possible to park in other streets without meters but is likely there will be a "parking vendor" (Franelero in Spanish) which are not authorized by the city, but will "take care of your car".
0	2	0	34	Some of these fellows will "charge" you when you arrive, the best advice is to pay if you want to return to find your car undamaged.
0	2	0	34	Hoy No Circula (Today You Do Not Drive) is an important anti-traffic and anti-pollution program that all visitors including foreigners must take into consideration when driving anywhere in Mexico City or Mexico State.
0	2	0	34	The law applies to all vehicles, including those with foreign plates.
0	2	0	34	It limits vehicle circulation to certain hours during the day or certain days depending on the previous days' pollution levels, how new your car is, the last digit of your plate number (plates with all letters are automatically assigned a digit) and whether the car has passed the bi-yearly emission controls.
0	2	0	34	Newer and electric vehicles (which are usually the case for rentals) have a 00 or 0 hologram sticker and are exempted from most regulations.
0	2	0	34	The "no circula" driving restrictions apply between 5am and 10pm.
0	2	0	34	If your plate begins with...
0	2	0	34	If you rent a car in Mexico City or Mexico State, check the window stickers.
0	2	0	34	If you have a hologram of 0, the car is exempt from "no circula" restrictions.
0	2	0	34	If you have a hologram of 1, the car can not drive on the first and third Saturday in addition to the days restricted by the license plate number.
0	2	0	34	If you have a hologram of 2, the car can not drive on any Saturday in addition to the days restricted by the license plate number.
0	2	0	34	If the "Hoy No Circula" policies seem complicated, don't drive.
0	2	1	35	You should take into consideration the following tips when driving: avenues have preference over streets and streets over closed streets.
0	2	0	35	Continuous right turns even when traffic light red are not allowed from 2016.
0	2	0	35	Seat belts are mandatory for all seats.
0	2	0	35	Police generally drive with their lights on, but if you're stopped by a police car, it is likely they will try to get money out you.
0	2	0	35	It is up to you if you accept to give a bribe, but never offer one directly.
0	2	0	35	Fines are usually cheap and can be paid at banks, supermarkets and convenience stores.
0	2	1	36	Cycling in most parts of Mexico City is difficult.
0	2	0	36	Distances are long, many roads are wide, car drivers are aggressive and traffic can be hectic.
0	2	0	36	However, the city government is making a serious effort to make cycling more attractive, installing dedicated cycle lanes along several main streets, including Reforma and around Chapultepec Park.
0	2	0	36	Bicycle parking is available in/around most metro stations (such as Auditorio) and the central city.
0	2	0	36	Cycling along dedicated lanes and smaller streets feels safe enough.
0	2	0	36	For more recreational cycling, the government closes off Reforma every Sunday morning for strollers, cyclists and other non-motorised transport.
0	2	0	36	One Sunday a month, there is a much longer route.
0	2	0	36	Other nice places to cycle include Chapultepec Park and the cycling path installed on the former railway line to Cuernavaca, which passes through Polanco and Lomas and reaches all the way to the Morelos state limits.
0	2	0	36	Bicycles can be taken in the Metro and Tren Ligero on Sundays.
0	2	1	37	Unfortunately, although public transport is frequent and reliable, taxis blanket the city, and Uber comes almost instantly, the traffic and crowds in the central neighborhoods (Chapultepec, Zona Rosa, Centro Historico) are so intense that at rush hour (most of the day) walking is about as fast as any of those options.
0	2	0	37	The good news is that streets have sidewalks, the center is safe during the day, and you can be assured of finding something interesting on every block.
0	2	0	37	The bad news is that this area is nearly 10 km across, so you may want to hop on a bus just to take the weight off your feet.
1	3	1	38	Downtown Mexico City has been an urban area since the foundation of Tenochtitlán in 1325, and the city is filled with historical buildings and landmarks from every epoch since then.
0	3	0	38	It is also known as the City of Palaces, because of the large number of stately buildings, especially in the Centro.
0	3	0	38	Mexico City has three World Heritage Sites: the Centro Histórico and Xochimilco, the house of architect Luis Barragán and the University City campus of UNAM.
0	3	0	38	In addition, Mexico is one of the cities with the largest number of museums in the world.
0	3	1	39	Mexico
0	3	0	39	City is full of various plazas and parks scattered through every neighborhood, but the following are some of the biggest, prettiest, most interesting, or best-known.
0	3	0	39	Many visitors to Mexico City are surprised to find that the city includes large tracts of open land intended to preserve some of the natural resources of the region.
0	3	0	39	These parks offer natural scenery, historical landmarks, and recreational opportunities including hiking, mountain biking, and camping.
0	3	0	39	Public transit is generally not a reliable way to reach these parks, but taxis or private drivers can get you there.
0	3	0	39	Several Mexico national parks lie within the valley of Mexico, but two are particularly noteworthy for travelers to Mexico City:
0	3	1	40	Mexico is the city with the largest number of museums in the world, to name some of the most popular:
0	3	0	40	As the world's second largest city, Mexico City offers something for everyone and for every budget.
0	3	0	40	Attractions in Mexico City focus less on lazing on the beach (there are no beaches in Mexico City!) and more on exploring the culture and urban culture of Mexico.
0	3	0	40	The typical "must-see" sites for the foreign visitor are the sites of interest in and around Centro Historico and Chapultepec Park, a visit to the ruins of Teotihuacan in the outskirts of the City and probably a visit to Xochimilco, though there are many other things to see if you have time to really explore.
0	3	1	41	If you're into sports, then Mexico City has plenty to offer.
0	3	0	41	Soccer is the national sport and Mexicans go crazy about it.
0	3	0	41	The city was host to two FIFA world cups, one in 1970 and the other in 1986.
0	3	0	41	Another important sport in Mexico City is baseball, with many Mexicans playing professionally in the US.
0	3	0	41	The city was the first in Latin America to host an Olympics, doing so in 1968; the majority of the city's sport facilities were built for that event.
0	3	0	41	Lucha libre (loosely translated as "free fighting") is the term for the style of professional wrestling that developed in Mexico.
0	3	0	41	Due to its affordable and entertaining nature, it is a favorite pastime throughout the country.
0	3	0	41	While similar to professional wrestling elsewhere in that the outcomes are predetermined, it developed quite differently from wrestling in the rest of the world.
0	3	0	41	Wrestlers, known in Mexico as luchadores (female: luchadoras), tend to work much faster than those in the rest of North America, employing complex chains of moves, numerous high-flying maneuvers, and often-realistic submission holds.
0	3	0	41	Also, rings in Mexico often lack the spring supports used in many other countries, which means that wrestlers typically don't take falls landing on their back as they often do elsewhere.
0	3	0	41	More often than not, aerial moves involve wrestlers launching themselves outside of the ring at their opponents, allowing them to break the fall by tumbling.
0	3	0	41	Finally, Mexican wrestling has far more weight classes than in other countries.
0	3	0	41	Another hallmark of lucha libre is the emphasis on tag team matches, which are most often made up of three-wrestler teams instead of the pairs that are common elsewhere.
0	3	0	41	Rules for tag team matches are also significantly different.
0	3	0	41	Perhaps the most distinctive feature of lucha libre is the colorful masks worn by many performers.
0	3	0	41	While the concept of the wrestling mask was borrowed from the U.S., it has become infused with the role that masks have long played in Mexican culture.
0	3	0	41	Almost all luchadores will begin their careers wearing them, but most will lose their masks at some point in their careers.
0	3	0	41	The biggest matches in lucha libre are luchas de apuestas ("betting fights"), in which wrestlers will bet their masks, hair, or even their careers on the outcomes.
0	3	1	42	Like many other things in the country, Mexico City has the largest concentration of universities and colleges, starting with the UNAM, one of the finest in Latin America and the second oldest university in the American continent, founded in 1551.
0	3	0	42	Some of the most renowned universities in the city include:
0	3	0	42	You can learn Spanish in Mexico City as there are various schools offering courses for foreigners, for example:
0	3	1	43	Mexico has very strict immigration laws.
0	3	0	43	In order to work you should obtain a permit known as FM2 or FM3 which is very hard to get unless you're marrying a Mexican citizen or you are an expat working for a multinational company.
0	3	0	43	Most foreigners working without a permit perform jobs such as language teachers, waiters or salesmen.
0	3	0	43	Others own a restaurant or shop.
0	3	0	43	If you're working without a permit and an immigration officer finds out, it could mean a fine, deportation or spending some time in a detention facility of the National Immigration Institute.
0	3	1	44	These ATMs have low withdrawal fees and are widespread throughout the city:  • banamex / citibanamex  • Santander  • Banorte
0	3	0	44	If there is none of them near you, check these ATMs with low fees:  • BanCoppel  • BanBajío  • Banco Azteca  • Banjercito
0	3	1	45	Mexico City is famous among Mexicans for its huge malls, streets like Presidente Mazaryk offer haute couture stores.
0	3	0	45	American-style shopping malls appeared in Mexico City by the late 1960s and are now are spread all over the metropolitan area.
0	3	0	45	Here you will find some of the malls sorted by area.
0	3	0	45	Central
0	3	0	45	North
0	3	0	45	West
0	3	0	45	South
0	3	0	45	The National Fund for the Development of Arts and Crafts (Fonart), Avenida Patriotismo 691, in Mixcoac, Avenida Paseo de la Reforma No. 116 in Colonia Juárez and Avenida Juarez 89 in Centro.
0	3	0	45	Although street vendors can be found almost anywhere in Mexico City, the following are more "formal" flea markets selling handcrafts, furniture and antiques.
1	4	1	46	You may want to buy groceries and food at any of the hundreds of supermarkets.
0	4	0	46	You can use Google Maps or the store locators at their websites to find one close to you.
0	4	0	46	These are some of the most common:
0	4	0	46	For generally hard-to-find ingredients, such as vegetables and spices that are unusual in Mexico, try the Mercado de San Juan (Ernesto Pugibet street, Salto del Agua metro station).
0	4	0	46	You can even find exotic meats here, such as iguana, alligator, ostrich, and foie gras.
0	4	0	46	Go to the cheese stand at the center of the market, and ask for a sample— the friendly owner will give you bread, wine, and samples of dozens of different kinds of cheese.
0	4	0	46	Many food products in Mexico including milk are kosher compliant.
0	4	0	46	If you're looking for specific products, try some stores in the Polanco neighborhood.
0	4	0	46	At some Superama branches you would find kosher departments, especially the ones in Polanco, Tecamachalco and Santa Fe neighborhoods.
0	4	1	47	Although it is easy to assume that Mexico City is the world capital of tacos, you can find almost any kind of food in this city.
0	4	0	47	There are regional specialties from all over Mexico as well as international cuisine, including Japanese, Chinese, French, Polish, Italian, Argentinean, Belgian, Irish, you name it.
0	4	0	47	You find specific restaurants in the district articles of Mexico City.
0	4	0	47	The main restaurant areas are located in Polanco, Condesa, Centro, Zona Rosa, along Avenida Insurgentes from Viaducto to Copilco and more recently Santa Fe.
0	4	0	47	There are several Mexican chain family restaurants that can be assumed to be safe and similar no matter where you are, including Vips, Lyni's, Toks, and the more traditional Sanborns, all reminiscent of Denny's in the United States.
0	4	0	47	They are uniformly good but never excellent.
0	4	0	47	If you're on a budget, you can also try one of the myriad comida corrida (set menu) restaurants, frequented by many office workers.
0	4	0	47	Some of these offer very good food, are usually safe, and should range between M$70-110 (March 2022).
0	4	1	48	Perhaps the most ubiquitous type of food almost anywhere in Mexico city are fast food outlets, located on the ground floor of a street-facing building, or puestos, street stands located on a sidewalk or almost anywhere there is room.
0	4	0	48	Most of these serve the usual tacos or tortas (filled bread rolls similar to a sub or sandwich), and they can be very cheap.
0	4	0	48	Hygiene varies from good to abysmal, so eat at a place that has plenty of people.
0	4	0	48	If you want to stuff your face with lots of real Mexican food at cheap prices then head over to a market, such as Mercado La Merced (the former central market, located on the pink line of the subway at the stop "Merced").
0	4	0	48	There are several restaurants as well as stands serving up some delicious food.
0	4	0	48	Huaraches, which are something like giant tortillas with different toppings/fillings, are popular here, as are alambres.
0	4	0	48	Another superb market is located a stone's throw from the Salto del Agua metro stop; Mercado San Juan Arcos de Belem.
0	4	0	48	It is full of food stalls offering all the Mexican favourites, but find the one opposite the small bakers, which is located by one of the rear entrances on Calle Delicias, which serves the Torta Cubana.
0	4	0	48	The people running it are amazingly welcoming and the food, especially the Cubana, is excellent.
0	4	1	49	If you want something safe and boring, most American fast food chains have franchises here.
0	4	0	49	You'll see McDonald's, Burger King, KFC, Pizza Hut, Papa John's Pizza, Domino's Pizza, TGI Friday's, Chili's, Dairy Queen, Subway, and yes, Starbucks.
0	4	0	49	These are all fairly affordable.
0	4	1	50	El Globo, a French-style bakery, has locations throughout the city selling both French and traditional Mexican pastries, like orejas (little ears), éclairs, empanadas, and rosca during New Year's.
0	4	0	50	It can't be beat for a quick snack or bagful of pastries to eat later.
0	4	0	50	Asian food restaurants are abundant, and the quality is good, and caters from cheap Chinese cafeterias to expensive and very good Japanese food.
0	4	0	50	Korean, Japanese and Chinese are most common cuisines in Mexico City, while Indian, Thai and Indonesian can be harder to find.
0	4	0	50	Most sushi places, however, put far too much rice on their sushi rolls and not enough fish.
0	4	1	51	Vegetarian (vegetariano in Spanish) alternatives are commonly available at larger restaurants, but don't expect much from street vendors.
0	4	0	51	The magic phrases, for vegetarians or vegans, are "sin pollo" (no chicken), "sin carne" (no meat), "sin huevo" (no eggs) and "sin queso" (no cheese).
0	4	0	51	If you can communicate this and then gesticulate to the menu, the waiter normally will give you suggestions.
0	4	0	51	In regular restaurants, they will even try to edit an existing dish for you.
0	4	0	51	Just make sure you are clear.
0	4	0	51	Chiles Rellenos are usually filled with meat, but different fillings are a definite standard in any vegetarian restaurant.
0	4	1	52	Tips— Tipping (propina in Spanish) is expected, with 10% the standard for decent service at all sit-down restaurants.
0	4	0	52	You can tip more for very good service (15%), or tip less or not at all for poor service.
0	4	0	52	In Mexico, there is no difference in prices if you sit inside or outside, it is the same if you eat at the bar or sit at a table.
0	4	1	53	For a quick breakfast you can always try a tamal (steamed corn dough with chicken or pork) bought on the street or specialized shops, accompanied by a cup of atole (hot chocolate corn starch drink), which is the breakfast of the humble on their way to work.
0	4	0	53	They are often in the form of tortas de tamal.
0	4	1	54	In Mexico City you have an almost endless choice of options to party.
0	4	0	54	Traveling by yourself at night in certain areas of Mexico City is not a good idea, especially in Plaza Garibaldi, where pickpocketers are ever ready to relieve you of your unguarded cash.
0	4	0	54	One of the ways you can check out the night life safely is by doing a Night Club Tour.
0	4	0	54	These tours will typically take you to a few clubs and include transportation.
0	4	0	54	Mexicans are for the most part very friendly and enjoy socializing.
0	4	1	55	The typical Mexican place to go to drink is the cantina, a bar where food is usually free, and you pay for drinks (exact policies and minimums vary).
0	4	0	55	Cantinas serve a wide range of Mexican and foreign drinks, with prices usually reasonable compared to prices in the US, and you'll be continually served various Mexican foods, such as tacos (you should ask for 'Botana').
0	4	0	55	If your tolerance for Mexican music (mariachi or otherwise) and lots of noise is low however, this may not be your kind of place.
0	4	0	55	Cantinas are open moderately late, usually past midnight at the very least.
0	4	0	55	However some cantinas, like La Victoria, near the Plaza Garibaldi, are also open at midday for lunch.
0	4	0	55	A lower-end traditional option is going to a pulquería, where you can drink pulque (a gooey whitish drink).
0	4	0	55	After being on a steep decline for decades, many are finding a new surge in popularity with young people.
0	4	0	55	They can be found in the Centro Histórico and around Xochimilco.
0	4	0	55	If you don't like pulque, they usually serve beer as well.
0	4	0	55	Many bars play a combination of Spanish and English-language rock, electronic music, and some Latin/Caribbean music.
0	4	0	55	These bars tend to close around 3-4AM.
0	4	1	56	Club music mainly falls into three main categories, pop, rock and electronic music.
0	4	0	56	The pop places generally play what's on the music charts, Latin pop, and sometimes traditional Mexican music, and are frequented by a younger (sometimes very young) audience, and are often more upper class.
0	4	0	56	The rock places play rock in the wide sense, in English and Spanish.
0	4	0	56	Most people are at least over 18 in these places.
0	4	0	56	The electronica clubs, which attract everyone from Mexico City's large subculture of ravers and electronica fans, of all ages.
0	4	0	56	Most clubs close late, 3-4AM at the earliest, and some are open until 7AM or 8AM.
0	4	0	56	The best bet used to be the Zona Rosa, which has a large number of street bars with rock bands playing and a large selection of clubs, especially strip clubs and gay bars.
0	4	0	56	South of Zona Rosa you can find the Condesa and Roma areas, with many options of bars and restaurants.
0	4	0	56	Another good area is Polanco, particularly a street called Mazaryk, where you'll find plenty of good clubs but it is best to make a reservation.
0	4	0	56	Republica, La Santa or Guilt (gay club) are posh and exclusive clubs on that street.
0	4	0	56	Be forewarned - entrance is judged on appearance and to get a table a minimum 2-bottle service is required, unless its a slow night [min.
0	4	0	56	US$80 per bottle].
0	4	0	56	Posh and upper scale night clubs can be found in the Lomas area, particularly the Hyde, Sense and Disco Lomas Clubs, but be warned some of these could be extremely expensive, where the cover charge could range from 250 pesos upwards and bottles start at US$130.
0	4	0	56	In addition, getting in could very difficult, as these are the most exclusive in town.
0	4	0	56	There are also exclusive gay clubs in that area with the same characteristics: Envy night club on Palmas 500 and Made nightclub on Chapultepec next to the lake and the restaurant El Lago Chapultepec.
0	4	1	57	The other common Mexican-style thing to do when going out is to go dancing, usually to salsa, meringue, rumba, mambo, son, or other Caribbean/Latin music.
0	4	0	57	This is considerably more fun if you're a somewhat competent dancer, but even complete beginners who don't mind making fools of themselves will likely enjoy it.
0	4	0	57	Most dance places close late, 3-4AM is common.
0	4	1	58	The legal drinking age is 18.
0	4	0	58	It is illegal to consume alcohol in public ("open container").
0	4	0	58	This is strictly enforced and the penalty is at least 24 hours in jail.
0	4	0	58	Take an identification card such as a copy of your passport.
1	5	1	59	The city has literally hundreds of hotels in all price ranges, though the district you want to stay in will be a good indicator of price and quality.
0	5	0	59	Zona Rosa is a tourist haven with a strong mid-range selection; the Polanco district is where high-end hotels thrive, and the Centro Histórico is home to plenty of budget hotels and backpacker hostels.
0	5	0	59	A wide variety of hotels can also be found along Paseo de la Reforma.
0	5	0	59	Decent budget hotels with private bathroom can be found for around M$320 (April 2022) in and around the historical center.
0	5	0	59	Very good rated hostels for M$220-250 (April 2022) are with facilities like a fully equipped kitchen.
0	5	0	59	Many low-priced hotels are not listed on the internet and many foreigners jump into the hostels.
0	5	0	59	The hostels are a good place to meet people.
0	5	0	59	Just there are plenty of other places to meet people besides hostels so be sure to look around before deciding to stay at one just because it has a sign in English.
0	5	0	59	If you are on a low-budget, you can find hotels as low as US$10 (Aug 2020) if you take a room with a shared bathroom.
0	5	0	59	Most are centred in the Centro Historico and are very decent.
0	5	1	60	If someone is calling you the country code is +52 then the area code is 55 then the 8 digit phone number.
0	5	0	60	For a mobile phone, you might need to add a 1 between the +52 and 55.
0	5	0	60	If you want to make a long distance call in Mexico from a landline, you should dial the prefix 01 for national calls followed by the area code.
0	5	0	60	From a mobile phone, start from the area code.
0	5	0	60	If you are making an international long distance call, you must dial 00 followed by the country code, for example, if you're calling the U.S. you should dial 00+1 and the area code, if you're calling the U.K, dial 00+44 and the area code, and so on.
0	5	0	60	If you want to use your cellular phone you can get your phone unlocked before you go.
0	5	0	60	When you arrive in Mexico City, you can purchase a Telcel or Movistar SIM card, locally known as a "chip".
0	5	0	60	This will get you a Mexican cell phone number.
0	5	0	60	Remember this is a prepaid cellular option.
0	5	0	60	You get free incoming calls.
0	5	0	60	People calling you from long distance will need to dial in this format: +52 1 plus the area code 8 or 7 digit phone number.
0	5	0	60	Mexico city (55), Guadalajara (33) and Monterrey (81) have 8-digit numbers, and 2 digit area codes.
0	5	0	60	The rest of the country has 7-digit numbers and 3-digit area codes.
0	5	0	60	There are no long distance charges within the country.
0	5	0	60	Calling from a Mexican phone (either land or mobile) to a Mexican cell phone is called ¨El Que Llama Paga¨ meaning only the person making the call pays for the air time.
0	5	0	60	From a landline, you should dial the 044 prefix before the 10-digit number composed of the area code and the mobile number to be dialled, such as 044 55 12345678.
0	5	0	60	From a mobile phone, just start from the area code.
0	5	0	60	Another option is to buy a prepaid Mexican phone kit, they frequently include more air time worth than the kit actually costs, air time is called ¨Tiempo Aire¨.
0	5	0	60	For Telcel these kits are called ¨Amigo Kit¨ for Movistar they are called ¨Movistar Prepago¨ and for Iusacell ¨Viva Kit¨ you can just keep the phone as a spare for whenever you are in Mexico; there are no costs in between uses.
0	5	0	60	These kits can be purchased at the thousands of mobile phone dealerships, or at OXXO convenience stores, and even supermarkets.
0	5	1	61	There are three consumer mobile network operators in Mexico:
0	5	0	61	Mobile phone service is also available from MVNOs that operate on Telcel, Movistar, and AT&T's physical network infrastructure.
0	5	0	61	MVNO plans can be less expensive than those offered by the MNOs or have shorter (i.e. daily) terms which may be well suited to some travelers.
0	5	0	61	Mexican MVNOs include Unefon on the AT&T network, Freedompop on the Telcel network, and Virgin Mobile, Flash Mobile, Weex, Cierto, and Maz Tiempo on the Movistar network.
0	5	0	61	Most international travelers who choose to use the international roaming service offered by their carriers will roam on the Telcel network.
0	5	0	61	AT&T subscribers from the United States will roam on AT&T Mexico, with Telcel as a fallback.
0	5	1	62	Mexico City has good access to the internet.
0	5	0	62	There are some internet cafes throughout the city, many of them in Zona Rosa, but their number is rapidly dwindling as many people now have internet access on their smartphones.
0	5	0	62	Price vary from M$10-20 an hour.
0	5	0	62	Look for the word 'Cyber' or 'CiberCafe' in order to find a place with internet access.
0	5	0	62	Free hot spots for wi-fi connection to the internet are available in several places around the city, particularly in public squares, along Reforma, and inside shopping malls, cafés and restaurants.
0	5	0	62	Other hot spots around the city (such as at the airport and Sanborns restaurants) are not free, usually operated by the Mexican phone company Telmex through their Internet division Prodigy Móvil.
